Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,2180173.3747476
1971,1452395.3759117
1972,1374479.34105412
1973,1965449.59699193
1974,8887339.58060407
1975,8889129.83489706
1976,14354383.9927014
1977,16997980.5716727
1978,19766517.2924559
1979,19352162.3578296
1980,20468398.8371976
1981,21805710.155393
1982,24359590.5078186
1983,24342771.1268558
1984,27440874.8005792
1985,24850624.9628817
1986,23188971.578683
1987,19626289.3028555
1988,21394415.9443411
1989,27284233.939551
1990,24589845.8542921
1991,28181293.3423514
1992,24938750.3440112
1993,19175933.9164731
1994,16829630.3173905
1995,12485270.4543295
1996,14801705.2773773
1997,23034278.6368074
1998,28850188.9861519
1999,34936873.6087972
2000,24956763.9396132
2001,19834347.5492265
2002,36428807.3534164
2003,32531206.8772582
2004,7867297.06436372
2005,32341420.9074484
2006,40723706.7577964
2007,67387963.6185186
2008,127825693.222521
2009,131073142.988468
2010,283809327.615488
2011,210846987.712639
2012,200972805.452812
2013,136702917.918795
2014,173373173.075362
2015,104636995.002258
2016,190375201.303687
2017,220468586.905188
2018,193712895.2513
2019,0
2020,0
2021,0
2022,..
2023,..
2024,..
2025,..
