Year,Value
1960,33035
1961,33342
1962,34123
1963,34580
1964,53174
1965,69265
1966,64632
1967,60059
1968,55559
1969,51149
1970,48728
1971,43499
1972,37330
1973,49030
1974,64264
1975,57066
1976,50230
1977,43803
1978,38367
1979,33990
1980,30304
1981,28704
1982,29782
1983,31781
1984,33576
1985,34465
1986,35238
1987,36647
1988,37262
1989,38004
1990,39551
1991,41994
1992,45195
1993,47656
1994,49580
1995,51058
1996,51367
1997,50886
1998,50363
1999,49487
2000,47945
2001,46024
2002,44134
2003,42189
2004,40526
2005,39494
2006,39110
2007,38403
2008,37508
2009,35138
2010,33476
2011,33025
2012,34249
2013,36599
2014,39335
2015,41455
2016,42642
2017,42824
2018,44261
2019,46264
2020,48133
2021,48111
2022,47289
2023,46681
2024,46506
2025,..
