Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,49.66209
1972,49.59708
1973,49.56256
1974,49.53234
1975,49.47076
1976,49.38292
1977,49.30084
1978,49.34606
1979,49.37373
1980,49.34087
1981,..
1982,..
1983,49.84392
1984,49.01858
1985,48.85997
1986,48.9001
1987,48.92389
1988,48.9798
1989,49.0453
1990,..
1991,48.7489
1992,48.54634
1993,48.45068
1994,..
1995,..
1996,48.63927
1997,48.45271
1998,..
1999,48.52433
2000,48.52823
2001,48.50748
2002,48.4664
2003,48.43559
2004,48.41302
2005,48.44629
2006,48.35449
2007,48.27472
2008,48.26449
2009,48.24436
2010,48.19643
2011,48.26757
2012,48.39436
2013,48.53248
2014,48.40171
2015,48.27519
2016,48.27719
2017,48.28194
2018,..
2019,..
2020,..
2021,..
2022,..
2023,..
2024,..
2025,..
