Year,Value
1960,824246
1961,838233
1962,852194
1963,866216
1964,881496
1965,897971
1966,913871
1967,929102
1968,944438
1969,960148
1970,976368
1971,992833
1972,1009834
1973,1027938
1974,1045848
1975,1061782
1976,1074910
1977,1085914
1978,1096665
1979,1113608
1980,1093671
1981,1074274
1982,1148759
1983,1227702
1984,1225684
1985,1219149
1986,1259249
1987,1309698
1988,1357884
1989,1407625
1990,1439733
1991,1496382
1992,1570501
1993,1589689
1994,1608904
1995,1694328
1996,1779199
1997,1831309
1998,1889418
1999,1956652
2000,2022889
2001,2086500
2002,2159375
2003,2259422
2004,2383750
2005,2493638
2006,2586984
2007,2678343
2008,2779480
2009,2886932
2010,2990018
2011,3103805
2012,3223419
2013,3351631
2014,3485299
2015,3599843
2016,3718369
2017,3854525
2018,4000163
2019,4142967
2020,4291728
2021,4468470
2022,4651454
2023,4932515
2024,5248833
2025,..
