Year,Value
1960,106308104
1961,108713099
1962,111181571
1963,113670467
1964,116216074
1965,118906880
1966,121737950
1967,124705236
1968,127815204
1969,131014718
1970,134239120
1971,137523935
1972,140917966
1973,144518663
1974,148329886
1975,152235646
1976,156225386
1977,160317009
1978,164698206
1979,169402423
1980,174192298
1981,178960752
1982,183953353
1983,189114729
1984,194306799
1985,199714191
1986,205338470
1987,211167008
1988,217136857
1989,223249400
1990,229480509
1991,235930821
1992,242792655
1993,249975238
1994,257454921
1995,265191388
1996,272973219
1997,280916485
1998,289178069
1999,297587286
2000,306109954
2001,314804507
2002,323662003
2003,332659815
2004,341840689
2005,351270530
2006,361073606
2007,371321977
2008,381643036
2009,392031040
2010,402623575
2011,413256608
2012,423661173
2013,433405677
2014,443508041
2015,454034956
2016,465210570
2017,476844350
2018,488859340
2019,501368925
2020,514377982
2021,527735168
2022,541337663
2023,555402183
2024,569664492
2025,..
