Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,8388000000
1973,9514000000
1974,12626000000
1975,16716000000
1976,19180000000
1977,21059000000
1978,22505000000
1979,25127000000
1980,30702000000
1981,35964000000
1982,40926000000
1983,43751000000
1984,46806000000
1985,52694000000
1986,53920000000
1987,58512000000
1988,64149000000
1989,72715000000
1990,79085000000
1991,82131000000
1992,79990000000
1993,77452000000
1994,85031000000
1995,95060000000
1996,99317000000
1997,107734000000
1998,123683000000
1999,129552000000
2000,143608000000
2001,146418000000
2002,143742000000
2003,148082000000
2004,162876000000
2005,182434000000
2006,195083000000
2007,206763000000
2008,207159000000
2009,191425000000
2010,199597000000
2011,204221000000
2012,198391000000
2013,203286000000
2014,208857000000
2015,216741000000
2016,232032000000
2017,244973000000
2018,252205000000
2019,254642000000
2020,252289000000
2021,298964000000
2022,339386000000
2023,380614000000
2024,409191000000
2025,..
