Year,Value
1960,410611569.551244
1961,520915827.69687
1962,474595267.936942
1963,472828283.29687
1964,662611831.457015
1965,733528054.8065
1966,1165716399.63184
1967,87575485.6208264
1968,-392285420.713972
1969,-219712940.743224
1970,-1187892368.7027
1971,341401095.441806
1972,-533500315.881762
1973,178220536.772338
1974,243112774.184023
1975,709461515.870546
1976,15502930.1384528
1977,-441796877.685007
1978,-561738201.483172
1979,-626163812.538299
1980,-675349739.131059
1981,-1834734840.24455
1982,-5063657543.67694
1983,-5906932543.23323
1984,-6053589761.14794
1985,-4729906000.07644
1986,-4783508507.13744
1987,-5056665778.00509
1988,-5520642665.87325
1989,-6416835152.03013
1990,-6202354195.84937
1991,-5862619611.95595
1992,-4257856622.27121
1993,-2998052152.15215
1994,-3696736900
1995,-4668859300
1996,-5502049300
1997,-6217795600
1998,-7406048600
1999,-7463719900
2000,-7547781100
2001,-7726781900
2002,-4960215219.15838
2003,-5135021620.33737
2004,-18296342135.6323
2005,-22583727006.0044
2006,-7659784206.08108
2007,-7536296704.70573
2008,-8942556247.44473
2009,-10232156785.3141
2010,-14434953219.8032
2011,-15153583065.297
2012,-12908767215.1506
2013,-11839391690.7098
2014,-10787432518.7927
2015,-11133833326.6745
2016,-12280679535.2406
2017,-16427929347.5396
2018,-18725847300.4726
2019,-17587891544.6599
2020,-10396451095.0349
2021,-9761814472.40406
2022,-11670891502.9878
2023,-13951033943.5781
2024,-13170458503.5926
2025,..
