Year,Value
1960,..
1961,..
1962,210
1963,210
1964,220
1965,250
1966,270
1967,280
1968,320
1969,350
1970,380
1971,430
1972,530
1973,700
1974,1040
1975,1430
1976,1940
1977,2010
1978,1960
1979,2160
1980,2080
1981,2270
1982,2840
1983,3100
1984,2980
1985,3280
1986,3450
1987,3320
1988,2850
1989,2440
1990,2450
1991,2460
1992,2270
1993,1590
1994,1300
1995,1270
1996,1600
1997,1790
1998,1770
1999,1730
2000,1750
2001,1780
2002,1880
2003,2180
2004,2450
2005,2850
2006,3330
2007,4070
2008,4720
2009,5260
2010,5910
2011,6680
2012,7310
2013,7220
2014,6660
2015,5460
2016,5460
2017,5470
2018,5250
2019,4530
2020,3740
2021,3880
2022,4110
2023,4640
2024,4660
