Year,Value
1960,38635
1961,39843
1962,41058
1963,42272
1964,43491
1965,44724
1966,45980
1967,47261
1968,48541
1969,49810
1970,51061
1971,52269
1972,53429
1973,54559
1974,55644
1975,56695
1976,57713
1977,58737
1978,59790
1979,60840
1980,61905
1981,62980
1982,64061
1983,65174
1984,66305
1985,67436
1986,68706
1987,70131
1988,71571
1989,72871
1990,75253
1991,75506
1992,73373
1993,72483
1994,71959
1995,71186
1996,70667
1997,70776
1998,70580
1999,69909
2000,70648
2001,74137
2002,77778
2003,80251
2004,82259
2005,83761
2006,84952
2007,86211
2008,87821
2009,89762
2010,91824
2011,93765
2012,95667
2013,97081
2014,97920
2015,99126
2016,100947
2017,103026
2018,105328
2019,107928
2020,110452
2021,113183
2022,116545
2023,120242
2024,124160
2025,..
