Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,39839
1971,47345
1972,52325
1973,..
1974,66411
1975,56705
1976,63115
1977,93330
1978,109390
1979,111534
1980,127293
1981,..
1982,147990
1983,156665
1984,164453
1985,184112
1986,179444
1987,..
1988,..
1989,..
1990,..
1991,194083
1992,..
1993,203192
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,524367
2007,554297
2008,566938
2009,..
2010,655294
2011,663115
2012,659558
2013,599275
2014,619832
2015,637727
2016,651807
2017,655090
2018,..
2019,638227
2020,623349
2021,580903
2022,573892
2023,546949
2024,552199
2025,..
