Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,0.5772
1971,0.566
1972,0.5724
1973,0.5624
1974,0.5515
1975,0.5655
1976,0.5802
1977,0.5796
1978,0.5908
1979,0.5808
1980,0.5753
1981,0.5628
1982,0.56
1983,0.5681
1984,0.5601
1985,0.5754
1986,0.581
1987,0.5799
1988,0.5797
1989,0.5802
1990,0.5879
1991,0.5775
1992,0.5567
1993,0.5423
1994,0.522
1995,0.5654
1996,0.5572
1997,0.5933
1998,0.6127
1999,0.6567
2000,0.6705
2001,0.6618
2002,0.6636
2003,0.6668
2004,0.6722
2005,0.6888
2006,0.6893
2007,0.6956
2008,0.6946
2009,0.7024
2010,0.7121
2011,0.7059
2012,0.6978
2013,0.6984
2014,0.7002
2015,0.6973
2016,0.6997
2017,0.6969
2018,0.6971
2019,0.6999
2020,0.6985
2021,0.6897
2022,0.7098
2023,0.7175
2024,0.7175
2025,..
