Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,28.5427093505859
1972,30.7850608825684
1973,..
1974,..
1975,37.9334297180176
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,52.5441398620605
1989,..
1990,..
1991,..
1992,..
1993,..
1994,55.8153686523438
1995,51.2577705383301
1996,..
1997,..
1998,47.2518501281738
1999,58.3555908203125
2000,60.6979217529297
2001,56.1775207519531
2002,57.8323516845703
2003,59.574390411377
2004,57.0623893737793
2005,60.1724815368652
2006,56.5019302368164
2007,60.6022109985352
2008,56.3906784057617
2009,56.4371604919434
2010,56.3634987177425
2011,55.8055669958112
2012,55.5126236195209
2013,54.1362915039062
2014,55.7152938621888
2015,55.5110688343134
2016,55.272035296256
2017,54.8994191988434
2018,53.4959908924871
2019,52.9905486817898
2020,52.6509983876969
2021,52.5189086980011
2022,53.7141745946269
2023,54.0648633463691
2024,54.8814263458542
2025,..
