Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,0.8258
1971,0.8258
1972,0.8258
1973,0.8258
1974,0.8329
1975,0.7511
1976,0.8182
1977,0.8622
1978,0.9507
1979,1.3517
1980,1.4467
1981,1.3684
1982,1.4265
1983,1.3659
1984,1.3436
1985,1.3986
1986,1.9693
1987,1.9156
1988,1.989
1989,1.966
1990,1.9286
1991,2.0334
1992,1.8637
1993,2.0931
1994,1.8681
1995,2.6243
1996,2.4692
1997,2.3729
1998,2.5111
1999,2.315
2000,2.6133
2001,2.7484
2002,2.6519
2003,2.5122
2004,3.0377
2005,2.9449
2006,2.6674
2007,2.4667
2008,2.4626
2009,2.6593
2010,2.5563
2011,2.5929
2012,2.1206
2013,2.2492
2014,2.265
2015,2.4841
2016,2.7014
2017,2.7937
2018,2.9487
2019,2.737
2020,2.8147
2021,2.7983
2022,2.7872
2023,2.7608
2024,..
