Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,4252
1972,4919
1973,5309
1974,6088
1975,6666
1976,7768
1977,8779
1978,9962
1979,11223
1980,12153
1981,12848
1982,13539
1983,14126
1984,14443
1985,17325
1986,19174
1987,19698
1988,21729
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,32332
2003,34294
2004,..
2005,..
2006,..
2007,..
2008,..
2009,..
2010,..
2011,..
2012,..
2013,..
2014,51313
2015,..
2016,..
2017,66809
2018,64416
2019,57817
2020,66096
2021,61473
2022,65416
2023,72901
2024,73057
2025,..
