Year,Value
1960,4771477
1961,4879334
1962,4980480
1963,5067380
1964,5169394
1965,5287815
1966,5414444
1967,5547373
1968,5670641
1969,5797805
1970,5949789
1971,6112867
1972,6269906
1973,6420677
1974,6580494
1975,6740722
1976,6889786
1977,7042155
1978,7205393
1979,7365227
1980,7456743
1981,7484730
1982,7470041
1983,7393920
1984,7339861
1985,7445338
1986,7639556
1987,7845976
1988,8066994
1989,8277245
1990,8487120
1991,8700955
1992,8912367
1993,9104848
1994,9500364
1995,9688530
1996,9683102
1997,9876088
1998,10038856
1999,10200024
2000,10373011
2001,10548013
2002,10732196
2003,10936017
2004,11177731
2005,11421165
2006,11642360
2007,11823883
2008,11963228
2009,12097807
2010,12238429
2011,12418313
2012,12638142
2013,12864873
2014,13088311
2015,13267694
2016,13411459
2017,13535709
2018,13717632
2019,13799909
2020,13896348
2021,13992076
2022,14121492
2023,14285259
2024,14516972
2025,..
