Year,Value
1960,4735
1961,4881
1962,5057
1963,5235
1964,5414
1965,5590
1966,5763
1967,5933
1968,6113
1969,6313
1970,6527
1971,6759
1972,7000
1973,7232
1974,7450
1975,7668
1976,7893
1977,8132
1978,8378
1979,8632
1980,8927
1981,9284
1982,9670
1983,10071
1984,10495
1985,10938
1986,11389
1987,11846
1988,12318
1989,12797
1990,13198
1991,13499
1992,13774
1993,14048
1994,14327
1995,14608
1996,14899
1997,15199
1998,15507
1999,15824
2000,16066
2001,16203
2002,16293
2003,16357
2004,16417
2005,16482
2006,16552
2007,16628
2008,16699
2009,16756
2010,16813
2011,16858
2012,16842
2013,16757
2014,16621
2015,16453
2016,16266
2017,16075
2018,15880
2019,15673
2020,15602
2021,15545
2022,15355
2023,15121
2024,14890
2025,..
