Year,Value
1960,655443
1961,668600
1962,680247
1963,692205
1964,704231
1965,716244
1966,728973
1967,742700
1968,757433
1969,773359
1970,791215
1971,810218
1972,827643
1973,843660
1974,859917
1975,876923
1976,894514
1977,912687
1978,931016
1979,948189
1980,964319
1981,980007
1982,994925
1983,1008836
1984,1021854
1985,1034823
1986,1047925
1987,1060220
1988,1072425
1989,1084351
1990,1095351
1991,1107453
1992,1121637
1993,1136245
1994,1151216
1995,1168234
1996,1186844
1997,1205885
1998,1225334
1999,1244870
2000,1264130
2001,1283570
2002,1303219
2003,1322398
2004,1340002
2005,1335262
2006,1349621
2007,1364280
2008,1378156
2009,1389581
2010,1402757
2011,1416522
2012,1428377
2013,1439302
2014,1449562
2015,1458898
2016,1467654
2017,1475029
2018,1495735
2019,1509195
2020,1507596
2021,1513330
2022,1519886
2023,1527057
2024,1531965
2025,..
