Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,13.29202
1971,13.0022
1972,12.7728
1973,12.83137
1974,12.54349
1975,12.20136
1976,12.21006
1977,11.84564
1978,10.78606
1979,10.90361
1980,11.32518
1981,11.28224
1982,11.47363
1983,11.57263
1984,11.38095
1985,11.37625
1986,11.90634
1987,12.30863
1988,12.6489
1989,12.36866
1990,11.93208
1991,11.69169
1992,10.77821
1993,10.65739
1994,11.25366
1995,11.23263
1996,10.97538
1997,10.74193
1998,10.63293
1999,10.40431
2000,10.15407
2001,10.27138
2002,10.36644
2003,10.47663
2004,10.59289
2005,9.72767
2006,9.5174
2007,9.64213
2008,9.21689
2009,9.42181
2010,8.95404
2011,8.57124
2012,8.6872
2013,8.54673
2014,8.13284
2015,7.93957
2016,7.86613
2017,7.81218
2018,7.77841
2019,..
2020,..
2021,..
2022,..
2023,..
2024,..
2025,..
