Year,Value
1960,..
1961,..
1962,..
1963,..
1964,0.0816993464052288
1965,..
1966,..
1967,..
1968,..
1969,0.0231384773596426
1970,0.0557661010390704
1971,0.019669659004606
1972,0.156047133606655
1973,0.00975529224604348
1974,0.329503791493961
1975,0.0332651535145597
1976,..
1977,0.000496281199544745
1978,..
1979,0.0089407085055332
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,0.00392207381169118
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,..
2007,..
2008,..
2009,..
2010,0.0109670880198312
2011,0.156835769978206
2012,0.0522954500095978
2013,0.556083689391053
2014,0.671665919743762
2015,0.612228761531828
2016,..
2017,..
2018,..
2019,..
2020,..
2021,0.303989854740023
2022,0.503273030492366
2023,0.879270938637097
2024,..
2025,..
